cityName-en,exp_aic,powerlaw_aic,provinceName-en
Changde,7.665765047769736,6.519307494776155,Hunan
Pingliang,-7.240023884820814,-4.227791303335663,Gansu
Pingdingshan,-10.670534252373121,-11.067427539081846,Henan
Guangyuan,-126.98203198792758,-122.1525538087016,Sichuan
Guangan,4.200722887235751,4.029700015315348,Sichuan
Guangzhou,23.65841353189289,20.077444697213963,Guangdong
Qingyang,-131.13400660155108,-131.13400660155108,Gansu
Langfang,2.908633297650398,3.127728950494317,Hebei
Yanbianchaoxianzuzizhizhou,-13.996020701640246,-12.253360272424972,Jilin
Kaifeng,6.112657822137565,5.328461452706475,Henan
Zhangjiakou,13.276277620636266,14.128662952670874,Hebei
Zhangjiajie,-129.74771224043118,-125.74475224001095,Hunan
Xuzhou,-2.7369601079701362,-1.4715505796849606,Jiangsu
Dehongdaizujingpozuzizhizhou,-135.95757537146915,-126.6851323198289,Yunnan
Dezhou,4.940746637092425,5.107156293665857,Shandong
Deyang,1.5401902648382406,0.1118279197074935,Sichuan
Xinzhou,4.334814014361751,4.8529485395868175,Shanxi
Huaihua,2.2877915898569774,2.21900524912594,Hunan
Enshitujiazumiaozuzizhizhou,13.323380307010085,14.002617115019762,Hubei
Huizhou,14.894926875270224,13.987840065914307,Guangdong
Chengdu,15.055519762352352,15.837424534844216,Sichuan
Yangzhou,-4.296349666834,-4.279968757067937,Jiangsu
Chengde,-11.324210681270385,-13.630684030141841,Hebei
Fuzhou,3.578699616038166,3.6967812734746075,Jiangxi
Fuzhou,3.578699616038166,3.6967812734746075,Fujian
Fuzhou,12.818529885784029,12.903189865413166,Jiangxi
Fuzhou,12.818529885784029,12.903189865413166,Fujian
Jieyang,-138.31488536415245,-131.87713371441603,Guangdong
Panzhihua,6.1651759276280265,7.613494408773504,Sichuan
Xinxiang,3.1191982734676116,1.550172265576522,Henan
Xinyu,-14.671027078109956,-7.600575857250575,Jiangxi
Wuxi,2.2907409986214033,1.691076224923806,Jiangsu
Rizhao,-4.589082174366935,-4.389479965556233,Shandong
Kunming,1.0600096063766045,1.3155632721606039,Yunnan
Changjihuizuzizhizhou,-5.484503951164821,-4.879990342287118,Xinjiangweiwuerzizhi
Changjianglizuzizhi,-0.9404688815356389,-4.650029701483699,Hainan
Zhaotong,-0.5139327102491672,0.1206555025851136,Yunnan
Jinzhong,4.967345777395296,2.616421926497709,Shanxi
Jincheng,5.04718307912936,4.329369407615505,Shanxi
Jingdezhen,-10.011728319828821,-17.070898597534597,Jiangxi
Qujing,-5.132680274078248,-4.574898076675837,Yunnan
Shuozhou,1.4143417707759798,1.7455248685396412,Shanxi
Laibin,1.45833613167772,1.4524641989476694,Guangxizhuangzuzizhi
Hangzhou,-8.633465013315169,-11.440916159930163,Zhejiang
Zaozhuang,0.6214984452015114,0.03959745464480002,Shandong
Liuzhou,-3.2813621391940306,-3.2816221767717164,Guangxizhuangzuzizhi
Zhuzhou,7.033110072328307,7.99687021054345,Hunan
Guilin,-4.221220757778762,-4.786280702775971,Guangxizhuangzuzizhi
Meizhou,-10.732159193709728,-11.021814973126846,Guangdong
Chuxiongyizuzizhizhou,-130.04455225066772,-124.69570330376264,Yunnan
Yulin,-135.4210473982798,-126.90565444223226,Shanxi
Yulin,-135.4210473982798,-126.90565444223226,Guangxizhuangzuzizhi
Yulin,0.03912345993066546,-0.5389811835848152,Shanxi
Yulin,0.03912345993066546,-0.5389811835848152,Guangxizhuangzuzizhi
Wuhan,7.759214219093715,13.662817661156646,Hubei
Bijie,1.7652911132533382,3.5683333611865478,Guizhou
Yongzhou,13.23281557475478,13.370995117007832,Hunan
Hanzhong,5.35510091992395,5.299969645024402,Shanxi
Shantou,1.8918563903477739,1.9172193103645205,Guangdong
Jiangmen,-0.9486726738934786,-0.8422757921267868,Guangdong
Chizhou,4.319442325582274,4.104735133902012,Anhui
Shenyang,2.979795651083774,2.3832606222794595,Liaoning
Cangzhou,12.21029050081714,12.553834024911305,Hebei
Hechi,-0.17771091274805662,-0.34468216520527994,Guangxizhuangzuzizhi
Heyuan,-0.03514230654943484,-0.15798883479387948,Guangdong
Quanzhou,2.2016759810253688,0.30784292035025496,Fujian
Taian,7.330567941094981,6.858399102338095,Shandong
Luzhou,4.652319266095351,4.050278109969523,Sichuan
Luoyang,-0.009104520388211967,-1.088309930982176,Henan
Jinan,4.083897331092001,5.338686030457727,Shandong
Jining,40.38069588408591,40.40582142263318,Shandong
Jiyuan,-3.623034602439104,-3.935541393860126,Henan
Haikou,7.771702950792812,7.668370383138567,Hainan
Zibo,4.061091304091435,4.217309070275275,Shandong
Huaibei,-1.8736171600756877,-4.172763419087956,Anhui
Huainan,9.601806145536004,9.495667875882665,Anhui
Huaian,3.9533553328813524,4.384598110938776,Jiangsu
Shenzhen,6.959106809220693,6.4396206043641735,Guangdong
Qingyuan,-4.278117065430812,-4.053199297691427,Guangdong
Wenzhou,-10.63578202356709,-0.9404687632064205,Zhejiang
Weinan,5.808024326167694,6.322411143511171,Shanxi
Huzhou,-133.4741491068516,-132.73869954660094,Zhejiang
Xiangtan,1.011715854859927,0.3504549657917243,Hunan
Xiangxitujiazumiaozuzizhizhou,-128.11515250850405,-124.9456619088166,Hunan
Zhanjiang,0.32314286460241115,0.3198595851946754,Guangdong
Chuzhou,-4.457688993771149,-5.260990699068446,Anhui
Binzhou,-4.377294179089598,-4.71495268044331,Shandong
Tahe,0.5844540586461958,-0.7538849666292636,Henan
Zhangzhou,-3.6265770537460633,-3.579733279644247,Fujian
Weifang,5.941437546852868,8.003049044813887,Shandong
Qianjiang,18.832911914918817,20.987072402590307,Hubei
Chaozhou,-132.8657263580456,-133.86563826110378,Guangdong
Chengmai,-2.565795916316987,-3.0176768870437845,Hainan
Puyang,1.5186894672240583,1.3049135749241585,Henan
Yantai,-7.508036448014063,-7.839853169067001,Shandong
Jiaozuo,13.637395929542047,11.576034676654162,Henan
Mudanjiang,-13.162924310855251,-13.020758543298689,Heilongjiang
Yuxi,5.291620931835838,4.86733339247504,Yunnan
Zhuhai,7.0035929439951525,5.93288473806301,Guangdong
Qionghai,-135.09600953928424,-126.51509065698748,Hainan
Gannanzangzuzizhizhou,-0.1503138819918851,-0.004272558155368089,Gansu
Ganzizangzuzizhizhou,15.75014134924488,16.151233843847336,Sichuan
Yiyang,17.569341867294273,19.350203939145096,Hunan
Yancheng,5.307730582027312,5.270505354969601,Jiangsu
Jianyuxitong,-117.75103738763971,-112.31733431143331,Hubei
Panjin,-135.51128826884073,-130.5286953730672,Liaoning
Meishan,-8.380242869048052,-8.242254393566649,Sichuan
Shijiazhuang,2.7710881210658314,2.3906791320669583,Hebei
Qinhuangdao,-9.643295095627066,-7.821639306215679,Hebei
Honghehanizuyizuzizhizhou,-13.923565988874982,-11.635118923419187,Yunnan
Shaoxing,-1.955744651671099,-2.096517450219006,Zhejiang
Suihua,3.84905636858045,5.680949088340079,Heilongjiang
Mianyang,-2.792205814557106,-4.606425920098213,Sichuan
Liaocheng,9.096046802554346,10.02039604437883,Shandong
Zhaoqing,-1.3349088204126347,-1.7137277736347145,Guangdong
Wuhu,9.595011245254314,10.304382031731079,Anhui
Maoming,-3.4774383096023187,-2.6003502331026938,Guangdong
Jingzhou,20.187828681762156,23.753027525038554,Hubei
Jingmen,41.4686431271893,42.52571602477637,Hubei
Putian,5.930560290050292,4.725386949990598,Fujian
Heze,-7.053881558696232,-6.898674738798767,Shandong
Pingxiang,7.790490315791581,5.676955223664561,Jiangxi
Huludao,-2.6708385546761577,-2.041090822599705,Liaoning
Bengbu,-4.049026544936331,3.2285616351016144,Anhui
Hengshui,0.7063489360887377,1.0384604931521246,Hebei
Hengyang,-11.264555682144833,-10.957608135595068,Hunan
Quzhou,-4.3881557583872555,-2.815202801341331,Zhejiang
Xiangyang,-12.76357651624908,-0.20360294733678208,Hubei
Xishuangbannadaizuzizhizhou,-19.47493447949791,-18.37700052679753,Yunnan
Xining,-3.3520302316998802,-2.5958623432285415,Qinghai
Xian,-2.538281011763415,-2.1682023357006757,Shanxi
Xuchang,1.3340540765836635,1.1277150874568789,Henan
Guigang,0.9629893386258889,1.3860680492196065,Guangxizhuangzuzizhi
Guiyang,-0.6921246806377456,-1.134498913695991,Guizhou
Hezhou,-126.71367204556897,-120.76116232932681,Guangxizhuangzuzizhi
Ziyang,-136.92859100303255,-129.9280144344198,Sichuan
Ganzhou,8.057226563036961,8.491900940727886,Jiangxi
Chifeng,-3.219715939351778,-3.1773954044273,Neimengguzizhi
Liaoyuan,2.157893153018288,1.6305331305182826,Jilin
Liaoyang,-135.09600953928424,-134.64972243665582,Liaoning
Dazhou,-17.148812381790876,-15.068738579982634,Sichuan
Yuncheng,2.1998905955655004,1.6283076643286534,Shanxi
Lianyungang,-4.944947676289934,-3.6424825294590506,Jiangsu
Tonghua,0.5403331783995048,0.5354508942050481,Jilin
Tongliao,0.6753159531085687,1.2811180804006415,Neimengguzizhi
Suining,-3.9989747259191994,-3.94865949589404,Sichuan
Zunyi,6.609607766635539,7.645706770116587,Guizhou
Xingtai,4.667771656534954,3.516696474879884,Hebei
Handan,4.8327609014415005,4.711889251529063,Hebei
Shaoyang,8.325447000491208,7.639521141832806,Hunan
Zhengzhou,-6.360079910944015,-7.188737229802647,Henan
Chenzhou,9.68319562583772,9.182911057125578,Hunan
Eerduosi,2.4719341060770224,2.487782613413277,Neimengguzizhi
Ezhou,25.99568384336679,38.71723522211516,Hubei
Chongqing,-9.671763587131883,-6.505425532500616,Chongqing
Jinhua,2.0713862840811905,2.1196622090085433,Zhejiang
Qinzhou,0.38902420319788555,0.8244314042463591,Guangxizhuangzuzizhi
Tieling,2.4894819536057313,2.685371998004092,Liaoning
Tongren,-2.08087013092567,-3.5733367286945303,Guizhou
Tongchuan,-9.97544923893638,-10.687905638648706,Shanxi
Tongling,-8.225975340411905,-8.355041323989552,Anhui
Yinchuan,11.901079681190923,13.58975133341855,Ningxiahuizuzizhi
Xilinguolei,0.9359953056779927,0.85143926258714,Neimengguzizhi
Jinzhou,-0.3096501736983571,-0.2087506446967501,Liaoning
Zhenjiang,0.22625781113408416,0.29318126893344976,Jiangsu
Changchun,15.235882598990399,13.59155818289903,Jilin
Changsha,-8.913306365423653,-8.828303209855735,Hunan
Zhangzhi,-2.6550629427438133,-1.4668067522647257,Shanxi
Fuxin,-6.438975572219792,-6.952022903439139,Liaoning
Fuyang,-11.138714072883337,-4.150703676169626,Anhui
Fangchenggang,-3.4405331685154885,-5.063115350816722,Guangxizhuangzuzizhi
Yangjiang,2.2738523173198364,2.6539290456920868,Guangdong
Yangquan,-9.10402960051495,-7.725636950332166,Shanxi
Suizhou,-5.499021203965554,3.462934072413789,Hubei
Yaan,-132.53414184836012,-138.31488536415245,Sichuan
Qingdao,3.6802670561165285,3.5059705179756278,Shandong
Anshan,-127.83668935037632,-126.71367204556897,Liaoning
Shaoguan,-7.7376425490213085,-7.2526911893145,Guangdong
Xianggang,22.117272857284533,21.428924359626308,Xianggangtebiexingzheng
Maanshan,2.7288221021799983,1.9468452191272099,Anhui
Zhumadian,-2.806653903142165,-2.0624612308785992,Henan
Jixi,2.225132361090315,4.031136586901693,Heilongjiang
Hebi,1.2240176548315111,1.5474840712313145,Henan
Hegang,-10.455802498855226,-9.73472415113474,Heilongjiang
Yingtan,7.742376693479746,6.831562137548215,Jiangxi
Huanggang,16.20220218192928,17.337967273903317,Hubei
Huangshi,4.103442249844783,5.937694347467805,Hubei
Heihe,0.8602154786873649,2.1105883871793583,Heilongjiang
Qiandongnanmiaozudongzuzizhizhou,2.200423915515637,1.6372483563253453,Guizhou
Qiannanbuyizumiaozuzizhizhou,10.068208005432444,10.046506209871271,Guizhou
Qianxinanbuyizumiaozuzizhizhou,-135.4210473982798,-126.62056324914936,Guizhou
Qiqihaer,17.153384121134643,15.81752026428954,Heilongjiang
Longyan,0.6627669990559232,1.4433686564632473,Fujian
