2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,cityName,cityName-en,provinceName
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,9.0,12.0,13.0,24.0,34.0,40.0,48.0,49.0,51.0,57.0,62.0,65.0,68.0,84.0,90.0,94.0,99.0,105.0,105.0,112.0,114.0,天津,Tianjin,天津市
,0.0,0.0,0.0,2.0,3.0,3.0,6.0,7.0,7.0,10.0,10.0,10.0,11.0,11.0,11.0,20.0,20.0,22.0,22.0,23.0,31.0,31.0,37.0,49.0,66.0,84.0,145.0,177.0,210.0,245.0,271.0,295.0,299.0,320.0,345.0,375.0,384.0,天门,Tianmen,湖北省
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,9.0,13.0,12.0,12.0,15.0,14.0,14.0,16.0,18.0,18.0,19.0,20.0,太原,Taiyuan,山西省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,14.0,18.0,21.0,21.0,25.0,27.0,27.0,27.0,28.0,30.0,33.0,威海,Weihai,山东省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,8.0,8.0,8.0,12.0,18.0,22.0,25.0,29.0,34.0,35.0,40.0,47.0,51.0,54.0,55.0,54.0,55.0,56.0,57.0,58.0,60.0,60.0,62.0,娄底,Loudi,湖南省
0.0,0.0,0.0,2.0,1.0,3.0,6.0,11.0,14.0,16.0,16.0,21.0,24.0,55.0,55.0,68.0,82.0,114.0,181.0,224.0,258.0,312.0,375.0,445.0,519.0,598.0,654.0,763.0,865.0,1015.0,1180.0,1285.0,1438.0,1501.0,1738.0,1909.0,2162.0,2333.0,孝感,Xiaogan,湖北省
,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,宁东,Ningdong,宁夏回族自治区
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,17.0,17.0,20.0,20.0,20.0,20.0,23.0,23.0,23.0,23.0,23.0,宁德,Ningde,福建省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,9.0,12.0,12.0,15.0,18.0,24.0,25.0,35.0,46.0,46.0,55.0,63.0,68.0,89.0,91.0,103.0,106.0,109.0,114.0,123.0,122.0,137.0,138.0,146.0,148.0,宁波,Ningbo,浙江省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,6.0,12.0,15.0,15.0,15.0,29.0,32.0,33.0,34.0,34.0,39.0,44.0,53.0,55.0,61.0,65.0,69.0,69.0,74.0,79.0,79.0,80.0,82.0,安庆,Anqing,安徽省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,10.0,15.0,15.0,16.0,16.0,17.0,17.0,20.0,20.0,20.0,20.0,23.0,23.0,安康,Ankang,陕西省
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,10.0,10.0,10.0,13.0,16.0,18.0,20.0,24.0,26.0,28.0,29.0,31.0,33.0,37.0,41.0,41.0,43.0,44.0,44.0,47.0,47.0,安阳,Anyang,河南省
,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,4.0,,,,安顺,Anshun,贵州省
,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,定安,Dingan,海南省
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,,8.0,,8.0,定西,Dingxi,甘肃省
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,宜宾,Yibin,四川省
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,13.0,15.0,22.0,33.0,56.0,51.0,60.0,70.0,83.0,95.0,107.0,161.0,180.0,210.0,233.0,258.0,278.0,302.0,318.0,333.0,376.0,392.0,426.0,460.0,494.0,537.0,宜昌,Yichang,湖北省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,10.0,10.0,16.0,16.0,18.0,20.0,20.0,24.0,30.0,33.0,42.0,53.0,58.0,72.0,76.0,84.0,90.0,95.0,96.0,96.0,104.0,宜春,Yichun,江西省
,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,宝鸡,Baoji,陕西省
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,宣城,Xuancheng,安徽省
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,8.0,8.0,10.0,11.0,13.0,15.0,17.0,20.0,22.0,23.0,26.0,26.0,29.0,29.0,30.0,30.0,33.0,36.0,36.0,宿州,Suzhou,安徽省
,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宿松,Susong,安徽省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,11.0,11.0,11.0,12.0,12.0,12.0,宿迁,Suqian,江苏省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,11.0,18.0,22.0,22.0,43.0,43.0,45.0,52.0,55.0,64.0,65.0,65.0,73.0,77.0,88.0,92.0,92.0,107.0,107.0,112.0,114.0,116.0,117.0,岳阳,Yueyang,湖南省
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,巩义,Gongyi,河南省
,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,巴中,Bazhong,四川省
,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,3.0,巴州,Bazhou,新疆维吾尔自治区
,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,,6.0,6.0,6.0,6.0,7.0,巴彦淖尔,Bayannaoer,内蒙古自治区
,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,6.0,6.0,6.0,12.0,12.0,11.0,11.0,21.0,20.0,27.0,27.0,29.0,36.0,36.0,36.0,41.0,41.0,48.0,48.0,48.0,48.0,48.0,常州,Changzhou,江苏省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,14.0,15.0,15.0,15.0,18.0,24.0,26.0,27.0,28.0,31.0,34.0,43.0,49.0,52.0,58.0,60.0,61.0,62.0,66.0,67.0,69.0,72.0,72.0,72.0,常德,Changde,湖南省
,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,3.0,3.0,4.0,6.0,,6.0,6.0,,6.0,,6.0,,6.0,平凉,Pingliang,甘肃省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,15.0,13.0,15.0,16.0,20.0,20.0,21.0,21.0,25.0,28.0,32.0,36.0,40.0,40.0,43.0,44.0,45.0,45.0,52.0,54.0,54.0,58.0,平顶山,Pingdingshan,河南省
,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,广元,Guangyuan,四川省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,7.0,8.0,8.0,10.0,13.0,14.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,23.0,23.0,25.0,广安,Guangan,四川省
0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,20.0,21.0,27.0,41.0,43.0,49.0,71.0,78.0,93.0,106.0,121.0,132.0,142.0,148.0,157.0,172.0,190.0,196.0,204.0,211.0,223.0,231.0,241.0,249.0,261.0,广州,Guangzhou,广东省
,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,,2.0,,2.0,庆阳,Qingyang,甘肃省
,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,8.0,8.0,11.0,12.0,14.0,14.0,16.0,18.0,20.0,21.0,22.0,25.0,27.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,廊坊,Langfang,河北省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,延安,Yanan,陕西省
,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,延边,Yanbian,吉林省
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,8.0,6.0,7.0,8.0,9.0,11.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,18.0,开封,Kaifeng,河南省
,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0,9.0,9.0,9.0,15.0,24.0,24.0,25.0,25.0,28.0,28.0,32.0,32.0,33.0,33.0,33.0,35.0,张家口,Zhangjiakou,河北省
,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,张家界,Zhangjiajie,湖南省
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,,2.0,,2.0,张掖,Zhangye,甘肃省
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,8.0,8.0,10.0,16.0,17.0,20.0,23.0,28.0,42.0,42.0,51.0,55.0,58.0,63.0,66.0,67.0,67.0,69.0,71.0,71.0,71.0,71.0,徐州,Xuzhou,江苏省
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,德宏,Dehong,云南省
,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,13.0,13.0,14.0,14.0,17.0,17.0,17.0,17.0,19.0,20.0,20.0,德州,Dezhou,山东省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,6.0,7.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0,德阳,Deyang,四川省
,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,6.0,忻州,Xinzhou,山西省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,7.0,10.0,14.0,15.0,15.0,21.0,21.0,23.0,26.0,30.0,30.0,32.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,39.0,40.0,40.0,40.0,40.0,40.0,怀化,Huaihua,湖南省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,10.0,10.0,13.0,20.0,27.0,30.0,35.0,48.0,52.0,64.0,79.0,80.0,86.0,94.0,100.0,105.0,115.0,120.0,126.0,150.0,155.0,162.0,168.0,176.0,185.0,196.0,恩施,Enshi,湖北省
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,14.0,18.0,26.0,26.0,34.0,36.0,38.0,38.0,41.0,46.0,46.0,46.0,49.0,52.0,54.0,55.0,58.0,60.0,惠州,Huizhou,广东省
0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,10.0,11.0,11.0,18.0,20.0,26.0,34.0,36.0,40.0,42.0,42.0,43.0,44.0,45.0,50.0,56.0,57.0,62.0,70.0,74.0,78.0,81.0,81.0,82.0,84.0,86.0,88.0,91.0,91.0,成都,Chengdu,四川省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,11.0,11.0,13.0,13.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,23.0,23.0,扬州,Yangzhou,江苏省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,承德,Chengde,河北省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,7.0,7.0,9.0,9.0,11.0,14.0,14.0,17.0,21.0,22.0,28.0,29.0,35.0,37.0,46.0,47.0,51.0,52.0,58.0,61.0,61.0,63.0,65.0,抚州,Fuzhou,江西省
,,,,,,,,,,,0.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,拉萨,Lasa,西藏自治区
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,揭阳,Jieyang,广东省
,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,攀枝花,Panzhihua,四川省
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,文山,Wenshan,云南省
,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,文昌,Wenchang,海南省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,6.0,8.0,8.0,8.0,9.0,12.0,12.0,18.0,23.0,23.0,27.0,29.0,35.0,46.0,49.0,51.0,51.0,52.0,52.0,54.0,56.0,56.0,新乡,Xinxiang,河南省
0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,8.0,13.0,18.0,22.0,26.0,28.0,31.0,34.0,37.0,44.0,46.0,58.0,69.0,80.0,87.0,95.0,103.0,109.0,111.0,115.0,118.0,120.0,120.0,新余,Xinyu,江西省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,9.0,9.0,15.0,18.0,18.0,19.0,21.0,27.0,35.0,37.0,37.0,39.0,41.0,41.0,42.0,47.0,48.0,48.0,49.0,无锡,Wuxi,江苏省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,7.0,8.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,14.0,日照,Rizhao,山东省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,11.0,13.0,15.0,24.0,32.0,32.0,32.0,40.0,36.0,48.0,48.0,48.0,48.0,48.0,昆明,Kunming,云南省
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,昌吉,Changji,新疆维吾尔自治区
,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,昌江,Changjiang,海南省
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,10.0,14.0,14.0,15.0,15.0,15.0,20.0,20.0,25.0,昭通,Zhaotong,云南省
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,8.0,11.0,11.0,13.0,13.0,15.0,15.0,18.0,21.0,21.0,22.0,23.0,23.0,25.0,25.0,26.0,27.0,28.0,晋中,Jinzhong,山西省
,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,晋城,Jincheng,山西省
,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,普洱,Puer,云南省
,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,景德镇,Jingdezhen,江西省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,9.0,10.0,10.0,12.0,12.0,12.0,12.0,曲靖,Qujing,云南省
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,朔州,Shuozhou,山西省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,朝阳,Zhaoyang,辽宁省
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,本溪,Benxi,辽宁省
,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,来宾,Laibin,广西壮族自治区
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,杨凌,Yangling,陕西省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,6.0,14.0,15.0,18.0,22.0,41.0,41.0,48.0,67.0,67.0,69.0,73.0,75.0,93.0,94.0,108.0,109.0,111.0,121.0,133.0,131.0,137.0,139.0,149.0,151.0,159.0,164.0,杭州,Hangzhou,浙江省
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,松原,Songyuan,吉林省
,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,10.0,11.0,11.0,14.0,18.0,19.0,20.0,22.0,22.0,22.0,22.0,22.0,枣庄,Zaozhuang,山东省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,15.0,15.0,15.0,15.0,16.0,柳州,Liuzhou,广西壮族自治区
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,7.0,8.0,10.0,10.0,11.0,12.0,21.0,21.0,29.0,33.0,35.0,37.0,40.0,46.0,46.0,47.0,50.0,52.0,54.0,54.0,56.0,62.0,62.0,69.0,株洲,Zhuzhou,湖南省
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,17.0,15.0,15.0,15.0,17.0,17.0,17.0,23.0,23.0,24.0,24.0,24.0,26.0,桂林,Guilin,广西壮族自治区
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,梅州,Meizhou,广东省
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,梅河口,Meihekou,吉林省
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,梧州,Wuzhou,广西壮族自治区
,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,楚雄,Chuxiong,云南省
,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,榆林,Yulin,陕西省
