city,k,b
黔南,0.08332827300057628,-0.4831385417381823
甘孜,0.0690857271803822,0.2615520144046096
遂宁,0.059054845037977644,-0.13675791458440045
铁岭,0.05626806512464955,-0.3275029873539952
天门,0.0545871943422692,1.430308882359957
武汉,0.05453017081150868,3.2482829919474243
贵阳,0.05350870403891983,0.4400204639379323
鄂州,0.05283856214929383,1.9518011000357274
朔州,0.052835022982579166,-0.013180274400341634
聊城,0.0525612101512033,0.614194314452014
固原,0.05249071642149228,-0.4122055488421781
保定,0.052077888363508906,0.5087058542264047
河池,0.04853614596870126,0.39443335040483707
太原,0.047276979445208235,0.34075437034097994
廊坊,0.04655942707245031,0.6677181081340815
蚌埠,0.04505714743831346,1.2675755606092074
哈尔滨,0.04468299673538009,1.2957726811415966
铜仁,0.044217437306932394,0.10265035329237815
鹤壁,0.04347254958162017,0.559058435128351
锡林郭勒,0.04249444164864247,-0.28152766742115465
连云港,0.04227862673753935,0.7631559321329171
渭南,0.041124148830006035,0.4805019216368218
株洲,0.04044291211199447,1.0535491167191076
南平,0.03859914516111129,0.6099856560185012
长治,0.03779725805153178,0.1823992613977714
七台河,0.03778055860475571,0.5601380672442926
淮南,0.03769198680715957,0.7342083268111854
无锡,0.037417426118553476,0.9348804110135887
三亚,0.03615942879153045,0.987704216838036
南京,0.036049077438631394,1.2304006365653952
沧州,0.03503684385993633,0.850477450321772
泸州,0.03492659956960098,0.621193498057852
池州,0.034461638774764936,0.5166328409255938
仙桃,0.034225826532531145,1.9892248592383086
海口,0.03404896899257537,0.8005201353509382
潍坊,0.03306358346963978,0.9516232014032567
淄博,0.03286151179868562,0.7261769813931441
舟山,0.032455648756806954,0.3287581733936564
达州,0.03229463465349014,0.8669713356622566
宜春,0.03173508296880578,1.3478429147778224
眉山,0.031010293883538195,0.338591338435793
衢州,0.030617302711421934,0.688997806794196
昭通,0.03061730255704715,0.6005349043545646
厦门,0.030305947468655337,0.9024599785953527
南宁,0.029423722782700727,1.103977490324667
六安,0.028702559949381756,1.2200273062704126
宁德,0.028144837544616053,0.8465670808532977
岳阳,0.027836708439720564,1.5965164822432298
定西,0.027707832585752552,0.44244039160609067
黄石,0.02753274919792278,2.42719069064929
赤峰,0.027466988089954566,0.17165022200029253
中山,0.027415165402985345,1.2427770375519607
徐州,0.02728510995437569,1.3626437059534846
红河,0.02714132777300593,0.30188651734047234
益阳,0.026809913733758628,1.2501958222152492
恩施,0.026570516017376367,1.7862363189894335
天津,0.026353554510242336,1.567553283167863
上饶,0.026243694314488173,1.5672610862897465
合肥,0.026208038701824088,1.6796663569225132
西安,0.02594864548029463,1.5247954749427441
长春,0.025617425950919648,1.1407499566615382
惠州,0.02558090353934883,1.236345432090503
宿州,0.025557542863861714,1.0852820425563543
十堰,0.025382758603730047,2.224563787162317
荆州,0.025035297171572626,2.56811748049993
新余,0.024946441190870288,1.5696154442003014
菏泽,0.024725399594580533,0.7843697032836014
德阳,0.024451789927981693,0.7418238165367884
凉山,0.024407765393516967,0.6050179115777736
信阳,0.024146099892300654,1.8940844872893168
亳州,0.023888811899133274,1.517195357115577
宜昌,0.02386220861977917,2.4304337099790208
阜阳,0.023856051433386316,1.6647125390812971
澄迈,0.02372393420912523,0.4832055948871512
荆门,0.023704048557752544,2.3900441701153867
葫芦岛,0.023457392502070573,0.5901820100573631
烟台,0.023153620505602324,1.1735965593447915
伊犁,0.02257861846555309,0.6516950573284227
孝感,0.02248108123202175,2.995892975781594
娄底,0.022071075876803792,1.4136132626151077
淮安,0.02205544185497832,1.2932924984752745
襄阳,0.021873594877330205,2.6290147355950713
资阳,0.021801774914328463,0.13164697528595273
邯郸,0.021788211673698155,1.0780310233427333
曲靖,0.021405573969241587,0.7117835829679616
黄冈,0.021355517187148898,2.9640711734047667
