city,k,b
齐齐哈尔,0.11834057725650005,-0.2500888655276763
蚌埠,0.099149390262114,0.39318276535067376
洛阳,0.0958237385721923,-0.15005773818828444
贵阳,0.09514227517910501,-0.21735686144409905
上饶,0.09243582571596953,0.5734990963083982
镇江,0.08515763735846171,-0.19636338705122447
哈尔滨,0.08274746819381307,0.6991521672945031
武汉,0.08254867674756301,2.797592976601272
六安,0.0800776195378129,0.39941149825983524
甘孜,0.07941699604622839,0.10651594344067919
澄迈,0.07805724184655927,-0.30523978687978404
白银,0.07753802918416486,-0.7616971102445202
聊城,0.07652992431894379,0.23216613648235396
淮南,0.07602674470556625,0.18360803594817576
平顶山,0.07518509771814622,0.541019623949652
长春,0.07452530078262352,0.4130874984935747
孝感,0.0742682942995857,2.1532604165165194
承德,0.07310737516033516,-0.3143735287521283
淮北,0.07231155897239938,0.3004471865833198
黔西南,0.07106017914357943,-0.4399815949879038
潍坊,0.07080809284339218,0.32648529346105537
仙桃,0.07053059395271769,1.4049884218625177
商洛,0.06970364254176663,-0.2174200665568551
荆州,0.0688676177525579,1.8732941293763097
济宁,0.06824475553147125,0.4659466416610545
阳泉,0.06689555459199582,-0.3818076321013437
亳州,0.06567378757702892,0.846285636756502
黄石,0.06555506969582826,1.8527921871718833
定西,0.06522629604200714,-0.11430499825025953
淮安,0.06492854577246539,0.6789658571809785
抚州,0.06480186698009832,0.7232246957788497
太原,0.06439886115521387,0.0665240001079831
达州,0.06118903254324648,0.39286051697089863
信阳,0.06117832232239606,1.2996998559484483
呼伦贝尔,0.061177702633074316,-0.2171088189824084
新余,0.06014206417434154,1.0084589557936539
随州,0.06000656229385772,2.072292999367333
绥化,0.05962278516932262,0.5936691383490131
河池,0.05938152688297646,0.21016681173105103
牡丹江,0.059247822635262404,0.1296016663636893
池州,0.05860558290775697,0.15457491283166058
泸州,0.05689547386791993,0.29144389530145154
邯郸,0.056483045165752935,0.5707190071407227
驻马店,0.05644287390107594,1.1929848644963565
宜昌,0.056410924439205035,1.9186368992028262
连云港,0.05621323004634571,0.5430734047961254
黄冈,0.0561677815781123,2.4149786988552955
眉山,0.05428681684121517,0.0199335976718501
鄂州,0.05412262275213384,1.9329886431720054
三亚,0.05324873911596158,0.6930803224801779
中山,0.05307459374994158,0.8289552848889274
宁波,0.05244229382485832,1.308381731423235
岳阳,0.05176875923537938,1.220872063795316
十堰,0.05141624841950426,1.807570800554165
无锡,0.0510865273563113,0.726435867809683
阜阳,0.051056394634687995,1.2309955987458778
株洲,0.050841711140517165,0.8898570491197193
晋中,0.05070055113806504,0.7477086006150451
娄底,0.05063216406146298,0.9581723737118271
东莞,0.05031455213825945,0.9818801510249954
安庆,0.050100097903920116,1.0542010688386407
宜春,0.04991990213470776,1.0706165112572814
南通,0.04983115910251623,0.6913585107245435
襄阳,0.0493897201192578,2.2174727071465226
乌鲁木齐,0.04921635511657607,0.5124675432676997
临高,0.04911708984547736,-0.09163633824171669
济南,0.04908708974248899,0.8139082310539221
西安,0.04891904930623003,1.1619238226083075
南京,0.04874052305608472,1.0305477950610344
合肥,0.04836117593898193,1.3208916970852838
萍乡,0.04822453783179126,0.6249072165633198
荆门,0.04730121159806633,2.008972962674198
宁德,0.047107237776606053,0.5351118682992578
长沙,0.04678462237588308,1.5500466316593609
赤峰,0.04641696477681931,-0.11649885886859439
长治,0.04629666335790561,0.03856294466156851
南昌,0.04584760328259507,1.495315791269879
海口,0.0458414751725406,0.6043564791433127
天门,0.04571561205882339,1.5664417467899792
银川,0.045311006688689155,0.7504467203367765
常州,0.04459898254305155,0.7939521194840482
惠州,0.044449119850713543,0.9302094735783548
赣州,0.04371530403128032,1.1362660727485556
肇庆,0.04365821229264644,0.4551299261831533
咸阳,0.04340763334855249,0.505854207972222
青岛,0.04339939345092008,0.9653545651148239
鄂尔多斯,0.04337538323097445,0.4260087474446822
郴州,0.043191499098262365,0.7869933192350577
湘潭,0.043187289279006835,0.7507413003947305
曲靖,0.043170616630345604,0.3907560674544789
铜仁,0.043105371342877175,0.14934044959824422
郑州,0.04253120832189461,1.388190968528029
苏州,0.04250366941715766,1.167088922045405
深圳,0.04246471922791473,1.8685033757807323
嘉兴,0.04244967649515108,0.8646292874376966
九江,0.04198438924773708,1.3195207099507886
永州,0.04188229742925387,0.9096099845246313
新乡,0.0417899490581215,1.0084335735197025
广州,0.04093573790797447,1.818428925938786
珠海,0.040871441601865,1.2561080846173744
防城港,0.04075641166452171,0.5792747818361244
滁州,0.039507829953478235,0.4308518320385061
邵阳,0.03912861870182473,1.3288451909840635
德阳,0.03840918812579197,0.5376301410097211
沈阳,0.038087325027331205,0.7968160458920184
葫芦岛,0.03800603200062003,0.36282201017274207
咸宁,0.03770361445143486,2.13506250075253
石家庄,0.037569926223676275,0.7855002393357151
北京,0.0375015374401001,1.8906475130068288
芜湖,0.0370982387119656,0.8874011950418107
南宁,0.03651869016638187,1.0090899252176329
烟台,0.03574306591626386,0.9708590099735731
大理,0.03574296460343328,0.4928794242793022
保定,0.03568594371459877,0.7651831242338067
益阳,0.035511777880441665,1.1248902966006005
漯河,0.03521151363755104,0.9232383675296403
梅州,0.03510285931413315,0.5987998536395782
天津,0.03451763719160486,1.4516788234246931
温州,0.034399538764502545,2.0857087628018913
恩施,0.03437181377977098,1.6643603448226647
儋州,0.03436541651247105,0.5147990455391097
南阳,0.0338534395250778,1.5878334914623529
南平,0.03367161034912769,0.6889147480998925
重庆,0.03362559874144113,2.101526372042723
宿州,0.03313585441669226,0.9814812014849023
伊犁,0.03312686375852238,0.5068320051745332
菏泽,0.032993604649127484,0.6603344179578059
黔南,0.03281196071614689,0.34392098169774343
广安,0.03181758048155536,0.9328749387592543
临沂,0.03176280379347673,1.06496282480734
佛山,0.03167407995486293,1.2927200491268287
柳州,0.03146798507900772,0.798658784410855
德州,0.031318487455388816,0.981434006418564
吉安,0.031029407345397744,0.7353411968792208
安阳,0.03074661281318758,1.1875704637401494
厦门,0.030562315960493858,0.9075782833625674
中卫,0.03037506673179564,0.01696208376114508
运城,0.029920402096283733,0.798587746292749
内江,0.029886414658114813,0.7797195229655459
大连,0.029785062375514815,0.714561334016792
常德,0.029557648599758672,1.3709346225684618
大庆,0.029503862574246063,0.6443763059503824
汕头,0.02938298238509832,0.9297067907564224
金华,0.029352932143848265,1.2339197326006222
泰州,0.029218119563311832,1.0602605697237437
莆田,0.029177333687537166,1.251889174492422
周口,0.02863488848137752,1.3339598876779033
泉州,0.028475797566475454,1.1731658905822477
乐山,0.02837025840129548,0.0388496766234353
杭州,0.028073720427372106,1.7500244507874032
清远,0.02722681222669987,0.5626552390386499
成都,0.027199649761647418,1.6036494178540288
兰州,0.026985067070364743,1.0860219585008166
湛江,0.026741989700602688,0.8781167975634581
绵阳,0.02663007538134554,0.8708366622477164
漳州,0.025832697696011042,0.7948737898384824
盘锦,0.025826053684412043,0.6635686254031814
衡阳,0.025583410313443994,1.253560355772985
福州,0.025441603194760236,1.3723235134016865
昭通,0.0253550679581775,0.6845674430317337
威海,0.025187996660417045,1.1069266340262756
扬州,0.02479084991480333,0.8392481654722228
景德镇,0.024402269758431516,0.2789320009385182
沧州,0.0241052113493102,1.0211457149247634
绍兴,0.023937261783877516,1.1775311730807267
遂宁,0.023821336393736958,0.4394769845247336
玉溪,0.023735475656498757,0.7801055220304027
吉林,0.02355291449781627,0.35049782186119904
安康,0.023546514053385925,0.9481827315211532
铜陵,0.023440079352375763,1.0066152118997684
昆明,0.02334553834626269,1.2446126324563231
台州,0.022757783367645557,1.7637480272788055
宿迁,0.022644116569411232,0.7310087617488861
雅安,0.022637313985755747,0.42237052615745085
淄博,0.022548844954395176,0.8753788058499546
汉中,0.02227858496659685,0.9997955700867478
大同,0.021988658793211102,0.6760263056781008
百色,0.021878004910845128,0.08064911690441046
万宁,0.02147465762784939,0.7313751670672091
玉林,0.020834998865121857,0.628556731154332
宣城,0.02045213378310462,0.4192711982738076
南充,0.020380030004681457,1.2067233679521039
日照,0.019488681114147144,0.860697068229419
湘西自治州,0.019013238846464775,0.6203977759433896
桂林,0.018936959797847777,1.1533699329250358
韶关,0.018487349898906456,0.49343120954667097
铜川,0.01842125204358991,0.6167216857019737
怀化,0.0173899584791668,1.303660498310655
湖州,0.017370547798912672,0.7414827372290207
马鞍山,0.016896589682325658,1.258627876618349
临夏,0.016364036192928255,0.23735255046844106
盐城,0.01560430228989762,0.9921896460090522
阳江,0.014472617462571336,0.8780449960155838
德宏,0.013544195590038832,0.5102767381673085
西双版纳,0.01317299361916092,0.9647132873777172
丽水,0.012747866605227786,1.0444769374034861
揭阳,0.012074581698171128,0.6725967807995487
衢州,0.012024763532388067,0.9989644737401228
延安,0.011726066880884855,0.697324344426529
铁岭,0.011610468450332978,0.35697814638380476
固原,0.010761132452692147,0.19146210168230668
三明,0.010695016886686948,0.9148932006721093
丹东,0.00967009183337253,0.7067413414436885
锡林郭勒,0.008843111301660933,0.20965117885609286
保山,0.0082412398389642,0.8269295633454314
滨州,0.006157577350256814,0.95156868218286
红河,0.005761052982537071,0.6316446328921326
丽江,0.005274595640437895,0.7643561531193619
朝阳,0.004827537906032409,0.7052582954202722
北海,0.004400097263954517,1.3433079230243932
梧州,0.004111333883018098,0.6367126626452035
三门峡,0.004039882679848006,0.7840940616645075
舟山,0.00336134468898297,0.8040658672213751
营口,0.0,5e-324
自贡,-2.1807000649687325e-12,0.9542425094665834
松原,-2.1811441541785825e-12,0.3010299956912455
本溪,-2.1811441541785825e-12,0.4771212547469266
黄山,-2.1811441541785825e-12,0.9542425094654984
陵水,-0.010258166068952468,0.7713471153453052
