city,k,b
通辽,0.10781034561501503,-0.9816861906900108
黔南,0.0893410416837318,-0.6097586224504759
甘孜,0.07484485816767249,0.16510138105644984
铁岭,0.06639086330278687,-0.4995905563823355
固原,0.06436229965053729,-0.6065789842633705
武汉,0.06371394267843444,3.0884161252200717
天门,0.05974788395739805,1.3431734974417437
鄂州,0.05091375905931694,1.9859261331132316
鹰潭,0.04869676031673231,0.4280373254643035
保定,0.045503664263305446,0.6124041737581963
锡林郭勒,0.04373571563431089,-0.31261250385056116
贵阳,0.043623049989164074,0.6168807089601881
铜仁,0.04220579954292425,0.1326230062202296
遂宁,0.03954409611526899,0.21090880327588712
唐山,0.03951674791592595,0.8930630500131252
沧州,0.03932878599174441,0.7756818085131283
淄博,0.039191081039595344,0.62403283303741
哈尔滨,0.03870345994729574,1.400899477479426
舟山,0.03688141904212261,0.24024276768734387
泰安,0.03637498340226675,0.9205715516647404
廊坊,0.03589887811227687,0.8279918975719892
朔州,0.035828721327395674,0.2380887196858782
连云港,0.03567355492874813,0.8827116185507629
衢州,0.0347923890422001,0.6054960797853456
株洲,0.034297477173209655,1.163242718317048
红河,0.03337882399818735,0.19316545310845476
赤峰,0.0332128966417945,0.08752771765258527
三亚,0.03316635970480293,1.0413820874894286
达州,0.03252217444798316,0.8621572759921091
无锡,0.03223985193316736,1.027081932393873
池州,0.03210998219105103,0.5542607842252442
蚌埠,0.032096699076391434,1.5034233966655324
昭通,0.03205860729081578,0.577858833147146
太原,0.031097439477687325,0.6311878288008457
聊城,0.030883066989209573,0.9871598192060134
盐城,0.030667893723923687,0.7447291304968742
伊犁,0.030544219574403564,0.5259456755139472
长治,0.030242736162897077,0.3108261335045599
南平,0.029434335999677486,0.7546238100471183
焦作,0.029302349107826364,0.9785564062020133
宜春,0.029027233478925885,1.3954767200575626
南宁,0.028936290348673357,1.1095614184830986
南京,0.028927315148594368,1.3576603614030551
厦门,0.02871016558256667,0.9286882556272703
鹤壁,0.02870951843109082,0.7822420220107986
荆州,0.028386221811736112,2.51093817375708
七台河,0.02830132498962401,0.7019909646591942
河池,0.028231891210586446,0.7608470982830389
儋州,0.028222558338299786,0.5923974388324842
宿州,0.027840625925251092,1.0470919013760536
定西,0.027707832585752552,0.44244039160609067
仙桃,0.027548022942210024,2.1106211977948077
泸州,0.02751149093354721,0.7454309025169159
恩施,0.0272861508340769,1.7732986555167847
荆门,0.02725348945827122,2.3310336646219967
天津,0.026936032220568274,1.5566734484960998
渭南,0.026515942773576606,0.6977858877191787
岳阳,0.026213969759654177,1.6245121690449122
徐州,0.026103796929320945,1.3810136111719946
中山,0.025462870341730195,1.275689513983123
益阳,0.02510950062385641,1.2762224172760233
海口,0.024788806236276727,0.9671225427330166
眉山,0.024209879321158922,0.44940892378585173
韶关,0.023119667154776424,0.3935761272911288
上饶,0.022951661460591577,1.6228492946608366
黄石,0.02241092001102929,2.515567508901588
十堰,0.022139717504287823,2.2847857782807712
新余,0.02175513520661998,1.627877911245784
西安,0.0216949201416734,1.6018961931669313
烟台,0.021509249564912403,1.2034369069526414
黄冈,0.02142815215354312,2.9639246081626403
新乡,0.021068148121036745,1.3101992868702526
阜阳,0.020880594828520893,1.7183762647650482
合肥,0.02077663787224516,1.7782665929266686
葫芦岛,0.020750041835698618,0.6346918651358702
常州,0.02044947402701347,1.1604297478897219
佛山,0.02026121678617465,1.4773392841956356
潍坊,0.020233840439834127,1.1870435616514263
菏泽,0.020182486070020156,0.8609121112010282
吉安,0.020143711422955235,0.8979285262494172
长春,0.020140963167433856,1.2335966895215251
泰州,0.01991090753669197,1.1875832911240105
东莞,0.019781501485935493,1.4457297279707428
宜昌,0.01968022731374297,2.5066358630215433
郴州,0.019642883109651312,1.1655814216740117
孝感,0.01923448440528281,3.0560331332917334
萍乡,0.01908597270185348,1.0648739052116694
淮安,0.019064948815970206,1.3442532711286135
亳州,0.019021514309886276,1.6070580032733344
南通,0.01899844088543673,1.1820596350416275
信阳,0.0189429304840264,1.9876287853722183
南昌,0.018683012856676617,1.933695970065886
淮南,0.01845220802266767,1.0458961201116432
曲靖,0.01816537544393859,0.7637724482872716
内江,0.018121097839476352,0.9445255477109018
随州,0.017864354821929593,2.7122352419928473
大庆,0.01771156410109754,0.8167584574189262
锦州,0.017657174292062844,0.7856771744027469
六安,0.017318421140925966,1.427357790022644
惠州,0.017304057448246923,1.3868702905127992
重庆,0.016894595476590557,2.366309248188946
铜陵,0.01683583139565656,1.112594549630949
咸宁,0.016725909282838236,2.435726689020508
洛阳,0.01662385464774515,1.1271272684295626
呼伦贝尔,0.0165903563125952,0.4516228738241518
临高,0.016590356312594867,0.4282455535624289
清远,0.016590356312594867,0.719472156859247
宣城,0.016590356312594645,0.47801662250676114
宁德,0.016583014215297953,1.057073308177274
娄底,0.01656206045026473,1.5132815493850396
潜江,0.016548949559430724,1.6820387335589915
漳州,0.016389775174315876,0.9301751711598351
襄阳,0.016359192906118425,2.7229378549465495
湘潭,0.0161421189876495,1.183620464827381
德阳,0.016079837419042065,0.8940704803004151
四平,0.015639876158289656,0.831148013560826
邯郸,0.015572475575259093,1.1828276157173294
包头,0.015520614343038086,0.7880211861466803
大理,0.015201092162322904,0.8237406837120107
德州,0.015137294654910649,1.235440084986421
临沂,0.014955734357829265,1.3506874881442188
驻马店,0.01490903307720659,1.8284376856915814
凉山,0.014784639421281165,0.7495220104480014
宜宾,0.014712092373011076,0.7483563553370545
苏州,0.014498101157132348,1.6267037200244339
龙岩,0.014418154891994368,0.5505072404968957
白银,0.014334761696134568,0.3344777729585321
常德,0.01412166192445885,1.6059890032056028
安阳,0.013884657528242528,1.4328344963833457
佳木斯,0.013877558270294243,0.9352792663534588
揭阳,0.013807606421107232,0.6462685075185681
澄迈,0.01380760616781023,0.6462685117342313
许昌,0.013738091599162073,1.2920938551041588
威海,0.013708665932564368,1.298519525190049
平顶山,0.013551093848567798,1.4817825580934934
郑州,0.013549490249971985,1.86450844543867
成都,0.013500333228314565,1.835054040483845
抚州,0.013500266633562186,1.5619762504081653
肇庆,0.013404452686750501,0.9289267699157359
漯河,0.013160818846750244,1.2578893141923668
长沙,0.013139995637121867,2.0870411763806223
济宁,0.013121406848334686,1.362132699080061
晋中,0.01310617212244877,1.2947864292750877
枣庄,0.01309101326981632,1.134293732331588
赣州,0.012680475654524792,1.624756677865543
北京,0.012661056111256008,2.295277766292962
